,inchikey,hmdb,kegg,fingerprints
C00062_Arg,ODKSFYDXXFIFQN-BYPYZUCNSA-N,HMDB0000517,C00062,11000000011000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000010000100000000010010000000000001000000000001010000000000000000000100100000010110000000000000000000000000000000001000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000100110000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00588_Phosphorylcholine,YHHSONZFOIEMCP-UHFFFAOYSA-O,HMDB0001565,C00588,11000000011000100011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000100000000000000000000000000000111000011000000000000110000000100000000000000011000000000000000100010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01762_Xanthosine,UBORTCNDUKBEOP-UUOKFMHZSA-N,HMDB0000299,C01762,11000000011100111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011000000000000000000000000001111000000000000100000000100000000000000000000000100000011100111000011001011000000110000001011011000000010111110011000001011000000000101010000000000100000111011100010111010000000000100000001000000000101101000101110001000010100000000000010101000000000001101010000101010001000000100000110101100000001010010000001100100000100000000111100100000010001000000011110000010100100010110100110000000001100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00783_Tropinone,QQXLDOJGLXJCSE-UHFFFAOYSA-N,METPA0078,C00783,11000000011100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001011000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000100000101100110000011000000000000100000000100000000000000011000000000000000000000000000010000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000011010000000001000000000000000000001000000000000000000000000000000000000000000100000000000000000000001000110001000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01879_5-Oxoproline,ODHCTXKNWHHXJC-VKHMYHEASA-N,HMDB0000267,C01879,10000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001011000000000100100000000000000000000100111000001011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C03969_1-Amino-1-cyclopentanecarboxylate,NILQLFBWTXNUOE-UHFFFAOYSA-N,HMDB0062225,C03969,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110010001000100000011000000000000000000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000001100110000100100000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05672_2-Amino-3-phosphonopropionate,LBTABPSJONFLPO-UHFFFAOYSA-N,HMDB0000370,C05672,11000000010000100011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000001000000100000000100000100000000000000000100000101000110010011000000000000100000000000000100000000000010000000000001000010000000010000100000000000000100100000000100010000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02129_4-Acetylbutyrate,MGTZCLMLSSAXLD-UHFFFAOYSA-N,HMDB0061881,C02129,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000100100000001000000000000000000000100000100000000000000000000000001000000000000010000000000010000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010000100111000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00245_Taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,HMDB0000251,C00245,10000000010000100011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000100000100000000100000000000000000000000000000000000110001010100000000000100100000000000000000000000010000000000000010000010000000000000000000000000000000000000000001110000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C03557_2-Aminoethylphosphonate,QQVDJLLNRSOCEL-UHFFFAOYSA-N,HMDB0011747,C03557,11000000010000100011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000001000000100000000100000100000000000000000000000000000110010010000000000000100000000000000000000000000010000000000000000010000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00043_UDP-N-acetylglucosamine,LFTYTUAZOPRMMI-CFRASDGPSA-N,HMDB0000290,C00043,11100000011110110011111000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000100000000000000000100000111100111100011000000000000111000000110000100000000011110000000000011100010000100010000100000000100001010101100101000010000000100000000000000000000000000000000000001000000000000010000000000010000000000010000000000001000000100100110001000000000010000000001000000000000000000011110100000000000000000011110001011100100010100101110000000011000001111100000111000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C11145_Methanesulfonate,AFVFQIVMOAPDHO-UHFFFAOYSA-N,HMDB0240280,C11145,10000000000000000011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000010000010000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01118_o-Succinylhomoserine,GNISQJGXJIDKDJ-YFKPBYRVSA-N,,C01118,11000000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000111000011000000000000110000000000000100000000000010000000000011000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010000000000000000000000000000000000100100000000000000000001100001000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00035_GDP,QGWNDRXFNXRZMB-UUOKFMHZSA-N,HMDB0001201,C00035,11000000011100111011110000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000011000000000000000000000000001111000000000000100000000100000100000000000000000100000011100111000011001011000000110000001011011000000010111110011000001011100010000101010000100000100000111011100010111010010000000100000001000000000101101000101110001000010100000000000010101000000000001101010000101010001000000100000110101100000001010010000001100100000100000000111100100000010000000000011110000000000000010110100110000000001100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05771_Isopropanolamine,HXKKHQJGJAFBHI-UHFFFAOYSA-N,HMDB0012136,C05771,11000000010000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000100000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00294_Inosine,UGQMRVRMYYASKQ-KQYNXXCUSA-N,HMDB0000195,C00294,11000000011100111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000100000011100111000011001011000000110000001011011000000010111110011000001011000000000101010000000000100000111011100010111010000000000100000001000000000101101000101110001000010100000000000010101000010000001101010000101010001000000100000110101100000001010010000001100100000100000000111100100000010000000000011110000000000000010110100110000000001100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"C06057_3-Aminopropane-1,2-diol",KQIGMPWTAHJUMN-VKHMYHEASA-N,,C06057,11000000010000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000010100111000011000000000000110000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000110001000000000000000000000000000000000000000000000100000000000000000000100001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05123_Isethionate,SUMDYPCJJOFFON-UHFFFAOYSA-N,HMDB0003903,C05123,10000000010000000011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000100000000000000100000000000000000000000000000000000101001001100000000000010100000000000000000000000000000000000001010000010000000000000000000000000000000000000000001110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01620_Threonate,JPIJQSOTBSSVTP-STHAYSLISA-N,HMDB0000943,C01620,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010100000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00803_Pentanoate,NQPDZGIKBAWPEJ-UHFFFAOYSA-N,HMDB0000892,C00803,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C11016_Diphenylamine,DMBHHRLKUKUOEG-UHFFFAOYSA-N,HMDB0032562,C11016,11000000011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001110000000000000100000000000000000000000000000000100000001000100000010001000000000000001100001100000010000010110000000000000000000000100000000000000000100100010000100100000000000000100000100000000000000000001000010000001000000000000010001000100000000000000000000110010010001000000010000010000001100010110000001001000110010001100001000010000000001000011000001001000000000000110010001100100000000111000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C06818_Amantadine,DKNWSYNQZKUICI-UHFFFAOYSA-N,HMDB0015051,C06818,11100000011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000001100000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000110110001000100000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000100001000000011000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000
C00025_Glu,WHUUTDBJXJRKMK-VKHMYHEASA-N,HMDB0000148,C00025,11000000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000101011000010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00301_ADP-ribose,SRNWOUGRCWSEMX-KEOHHSTQSA-N,HMDB0001178,C00301,11100000011100111011110000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010001001000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000100000000000000000100000011100111100011001011100000111000001011111100010111111010011000001011100010000101000000100000100000110011000010110010010000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100100110101100000000010010000001100100001000000000111100100010000001000000011110000000000000010110101110000000000100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C02515_3-Iodotyrosine,UQTZMGFTRHFAAM-ZETCQYMHSA-N,HMDB0000021,C02515,11000000011100100011000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000001100000000100000000000000000000000110000101100110000111001100000000100001100000000111010000000010000000000001000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000010000000000000000010001000100010000001100001100000100010001000000010100010011000110010100000101001000100010011100000000111000000000000001001001101000000010001000010001001100000000111100110001100100010100000100011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00575_cAMP,IVOMOUWHDPKRLL-KQYNXXCUSA-N,HMDB0000058,C00575,11000000011100111011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000100100000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000100000000000000000100000011100111000011001011100000110000001011111000010111111010011000001011100010000101000000100000100000110011000010110010010000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100000110101100000000010010000001100100001000000000111100100010000001000000011110000000000000010110100110000000000100000111100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00213_Sarcosine,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,HMDB0000271,C00213,10000000010000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000000000000000110000011000000000000100000000100000100000000010110000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000100010000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05682_Phosphonoacetate,XUYJLQHKOGNDPB-UHFFFAOYSA-N,HMDB0004110,C05682,10000000010000000011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000001000000000000000100000100000000000000000000000000000100010001000000000000000000000000000100000000000000000000000001000010000000010000100000000000000100100000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00408_Pipecolate,HXEACLLIILLPRG-YFKPBYRVSA-N,HMDB0000070,C00408,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000010110000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001000000000000100100000000000000000001100110000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"C03793_N6,N6,N6-Trimethyllysine",MXNRLFUSFKVQSK-QMMMGPOBSA-N,HMDB0001325,C03793,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000101000110000011000000000000100000000100000100000000011010000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000000000000001000000000000000000000001000001000000000000000000000000000000000001100110000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"C00968_3',5'-Cyclic dAMP",MKMZAENVDZADSW-RRKCRQDMSA-N,,C00968,11000000011100111011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010010000000000000000000000001011000100100000000000000000000000000000000000000000000000000001011000000000011111100000000000000000000001111000000000000100000000100000100000000000000000100000011100111000011001011100000110000001011111000010111111010011000001010100010000101000000100000100000110011000010110010010000000100000001000000000101101000100010001000010100000000000010101000000100000001010000101010000010000100000010100100000000010010000001100100001000000000111100000010000001000000011110000000000000010110000100000000000100000101100000011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
"C01026_N,N-Dimethylglycine",FFDGPVCHZBVARC-UHFFFAOYSA-N,HMDB0000092,C01026,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000000000000000110000011000000000000100000000100000100000000011000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05660_5-Methoxyindoleacetate,COCNDHOPIHDTHK-UHFFFAOYSA-N,HMDB0004096,C05660,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000011111000000000000000000000001111000000000000100000000100000000000000000000000110000001100110000011001111000000110001111101100111011110010110010011001011000000000101010000000001100110100111101110100110000000000100000101000100000100000001100010010001000100000000010001101100110100001001111100110110010011000000011000010011011110010110001001011010110011011100001000111000000101000011001001101000000010001110010001110100000000111101111001101100111110011100111101000000001000000000000010000000000000000000000100000000000000000000000001000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000
C00077_Ornithine,AHLPHDHHMVZTML-BYPYZUCNSA-N,HMDB0000214,C00077,11000000011000110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000100110000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01744_3-(4-Hydroxyphenyl)propionate,NMHMNPHRMNGLLB-UHFFFAOYSA-N,HMDB0002199,C01744,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000100100000001001100000000000001100000000111010000000000000000000001000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000010000000000000000010001000100000000001000001100000100010001000000010000010011000110010100000100001000100010010100000000111000000000000001001001100000000010001000010001001100000000111100010001100100010100000100011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00813_Barbiturate,HNYOPLTXPVRDBG-UHFFFAOYSA-N,HMDB0041833,C00813,10000000011000110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000000000100000011000000000000000000000010000000000000010110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000001000000010000100000000000000000001000000000000000000000010000001010100100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C01817_Homocystine,ZTVZLYBCZNMWCF-UHFFFAOYSA-N,HMDB0000575,C01817,11100000011100110011100000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000100000100000000100000000000000000000000100000101000110001011100000000000100100000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010000000000000000000000000000000000000100000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C05135_4-(beta-Acetylaminoethyl)imidazole,XJWPISBUKWZALE-UHFFFAOYSA-N,HMDB0013253,C05135,11000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000000000000000000000000000100000001000110000011001011000000100001011111001000000010110110010011001000000000000101010000000000100010101011101110111010000000000000000001000000000101101101100010001001010100000000000010101000110000000001110000111000000001000100000000110100000000000010000001100100100000001000101000000000000000000000010000001011000000010110000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00884_Homocarnosine,CCLQKVKJOGVQLU-QMMMGPOBSA-N,HMDB0000745,C00884,11100000011100111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011001011000000100001011011001100000010110110010011001001000000000101010000000000100010101111101110111110000000000000000001000000000101101101100010001001010100000000000010101000110000001101110000111000000001000100000100110100000010010010000001101100100100001100101000100000000000000000011001001011000000010110100000100000000100000101111000001000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C00791_Creatinine,DDRJAANPRJIHGJ-UHFFFAOYSA-N,HMDB0000562,C00791,10000000011000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000000000000000110000011000000000000100000000110000000000000011010000000000000000000000001010000000000000000001000100000011010000000000000000000000000000000001000000000000000000000000000000010000000000000000100010000000000000000000100000000100000000000000000000000000100000100000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
