,2'-Deoxyuridine,Desaminotyrosine,"5,6-Dihydrouracil",Urocanate,Xylose,Fucose,beta-Pseudouridine,Ethanol,Inosine,2-Oxoglutarate,O-Acetylcarnitine,Phenylacetate,Leucine,"N,N-Dimethylglycine",4-Hydroxybenzoate,Glutamine,Glycine,Malate,4-Hydroxyphenyllactate,Asparagine,Ribose,3-Hydroxybutyrate,Thymidine,p-Cresol,Dimethylamine,Uridine,DL-methionine-sulfoxide,"1,3-Dihydroxyacetone",Aspartate,Isovalerate,Allantoin,2-Hydroxybutyrate,Pyruvate,Citrulline,N-Carbamoyl-beta-alanine,Valine,Serine,Cytidine,Citrate,Alanine,Hypoxanthine,Glutarate,Uracil,Propionate,Urea,Sarcosine,Creatinine,Arginine,4-Aminobutyrate,Thymine,Trimethylamine,Lactate,Carnitine,Indole-3-lactate,Tryptophan,Cytosine,Lysine,Methionine,Guanosine,Threonine,Methylamine,Formate,Pyroglutamate,Acetate,Proline,Methanol,Fumarate,Lactose,N-Acetylneuraminate,Isopropanol,4-Hydroxyphenylacetate,Glutamate,2-Hydroxyglutarate,Acetaminophen,2'-Deoxyinosine,Betaine,5-Aminopentanoate,Ascorbate,Cadaverine,Glycerol,N-Methylhydantoin,Putrescine,Choline,Indole-3-acetate,Valerate,Isobutyrate,2-Aminobutyrate,Butyrate,Acetoin,Galactose,Isoleucine,Ethanolamine,Tyrosine,Methylsuccinate,Phenol,Phenylalanine,Creatine,Glucose,beta-Alanine,Histidine,Nicotinate,N-Acetylglucosamine,Succinate,Ornithine,Propylene glycol,Tyramine,Taurine,Arabinose
Isoleucine,1.0,0.994140625,1.0,0.9912109375,1.0,1.0,1.0,1.0,1.0,0.9921875,0.984375,0.9912109375,0.90234375,0.9931640625,0.990234375,0.9560546875,0.9892578125,0.9736328125,0.9951171875,0.9482421875,1.0,0.9755859375,1.0,1.0,1.0,1.0,0.951171875,1.0,0.953125,0.9912109375,1.0,0.9501953125,0.9912109375,0.9619140625,0.994140625,0.8447265625,0.990234375,1.0,0.9912109375,0.9345703125,1.0,0.990234375,1.0,0.9892578125,1.0,0.9921875,1.0,0.96484375,0.9931640625,1.0,1.0,0.96484375,1.0,0.99609375,0.970703125,1.0,0.958984375,0.9443359375,1.0,0.8154296875,1.0,0.9873046875,0.9736328125,0.98828125,0.9697265625,1.0,0.98828125,1.0,0.9990234375,1.0,0.994140625,0.9560546875,0.99609375,1.0,1.0,1.0,0.9912109375,1.0,1.0,1.0,1.0,1.0,1.0,0.9951171875,0.9755859375,0.9892578125,0.9248046875,0.9921875,1.0,1.0,0.0,1.0,0.9599609375,0.990234375,1.0,0.95703125,0.9970703125,1.0,0.990234375,0.9609375,0.9931640625,0.9921875,0.9892578125,0.955078125,1.0,1.0,1.0,1.0
Ethanolamine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9453125,1.0,1.0,1.0,1.0,1.0,0.982421875,1.0,1.0,0.896484375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9697265625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939453125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9736328125,1.0,1.0,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9853515625,1.0,0.974609375,0.96484375,1.0,0.9697265625,0.970703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.994140625,1.0,0.9755859375,1.0,1.0,1.0,1.0,0.9873046875,1.0,0.9873046875,0.984375,1.0
Tyrosine,1.0,0.828125,1.0,0.9970703125,1.0,1.0,1.0,1.0,1.0,0.99609375,0.99609375,0.9345703125,0.9052734375,0.9951171875,0.8896484375,0.9052734375,0.9951171875,0.982421875,0.8408203125,0.9091796875,1.0,0.99609375,1.0,0.857421875,1.0,1.0,0.90625,1.0,0.908203125,0.994140625,1.0,0.9775390625,0.994140625,0.9306640625,0.994140625,0.880859375,0.974609375,1.0,0.994140625,0.8759765625,1.0,0.994140625,1.0,0.9951171875,1.0,0.9951171875,1.0,0.9267578125,0.994140625,1.0,1.0,0.98046875,1.0,0.970703125,0.8095703125,1.0,0.921875,0.8984375,1.0,0.9609375,1.0,0.994140625,0.94921875,0.994140625,0.943359375,1.0,0.994140625,1.0,0.998046875,1.0,0.8779296875,0.9052734375,0.9951171875,0.939453125,1.0,1.0,0.9951171875,1.0,1.0,1.0,1.0,1.0,1.0,0.966796875,0.9951171875,0.9951171875,0.88671875,0.9951171875,1.0,1.0,0.9599609375,1.0,0.0,0.994140625,0.9111328125,0.5302734375,0.9970703125,1.0,0.994140625,0.873046875,0.978515625,1.0,0.9951171875,0.9072265625,1.0,0.873046875,1.0,1.0
Methylsuccinate,1.0,0.9375,0.9970703125,0.96875,1.0,0.9951171875,1.0,0.98828125,1.0,0.875,0.96484375,0.958984375,0.9873046875,0.94921875,0.990234375,0.9912109375,0.947265625,0.927734375,0.9560546875,0.97265625,0.9951171875,0.947265625,1.0,1.0,1.0,1.0,0.9931640625,0.9814453125,0.927734375,0.86328125,0.9931640625,0.9716796875,0.904296875,0.99609375,0.92578125,0.96875,0.923828125,1.0,0.4892578125,0.986328125,1.0,0.8798828125,1.0,0.8505859375,1.0,0.9501953125,1.0,0.998046875,0.884765625,1.0,1.0,0.9892578125,1.0,0.9658203125,0.9951171875,1.0,0.994140625,0.9873046875,1.0,0.9921875,1.0,0.984375,0.9697265625,0.9267578125,0.9892578125,1.0,0.859375,1.0,0.9833984375,0.98828125,0.962890625,0.9423828125,0.8740234375,1.0,1.0,1.0,0.8935546875,0.9560546875,1.0,0.9814453125,1.0,1.0,1.0,0.97265625,0.8623046875,0.9052734375,0.97265625,0.826171875,0.958984375,1.0,0.990234375,1.0,0.994140625,0.0,1.0,0.994140625,0.9638671875,1.0,0.90625,0.990234375,0.9921875,0.990234375,0.7421875,0.994140625,1.0,1.0,1.0,1.0
Phenol,1.0,0.896484375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9267578125,1.0,1.0,0.8447265625,1.0,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98046875,0.982421875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.8798828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9716796875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9111328125,1.0,0.0,0.9521484375,1.0,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,1.0,0.8427734375,1.0,1.0
Phenylalanine,0.9990234375,0.931640625,1.0,0.99609375,1.0,1.0,1.0,1.0,1.0,0.994140625,0.9951171875,0.873046875,0.876953125,0.994140625,0.9580078125,0.8896484375,0.994140625,0.9794921875,0.9326171875,0.896484375,1.0,0.9931640625,1.0,0.94921875,1.0,0.9990234375,0.892578125,1.0,0.8935546875,0.9951171875,1.0,0.97265625,0.9931640625,0.9208984375,0.9951171875,0.859375,0.96875,0.9990234375,0.994140625,0.841796875,1.0,0.9931640625,1.0,0.9931640625,1.0,0.994140625,1.0,0.91796875,0.9931640625,1.0,1.0,0.9736328125,1.0,0.951171875,0.6953125,1.0,0.908203125,0.8828125,1.0,0.9541015625,1.0,0.9912109375,0.9462890625,0.9912109375,0.94140625,1.0,0.994140625,1.0,0.998046875,1.0,0.947265625,0.8896484375,0.9951171875,0.978515625,1.0,1.0,0.9931640625,1.0,1.0,1.0,1.0,1.0,1.0,0.9423828125,0.9951171875,0.994140625,0.861328125,0.9931640625,1.0,1.0,0.95703125,1.0,0.5302734375,0.994140625,0.9521484375,0.0,0.9970703125,1.0,0.9921875,0.859375,0.9755859375,1.0,0.9931640625,0.8916015625,1.0,0.9619140625,1.0,1.0
Creatine,1.0,0.9697265625,1.0,0.9736328125,1.0,1.0,1.0,1.0,1.0,0.96484375,0.96484375,0.9580078125,0.9931640625,0.666015625,0.994140625,0.998046875,0.884765625,0.9580078125,0.9775390625,0.978515625,1.0,0.9482421875,1.0,1.0,1.0,1.0,0.9970703125,1.0,0.9599609375,0.9501953125,0.99609375,0.994140625,0.9501953125,0.9951171875,0.9521484375,0.9921875,0.95703125,1.0,0.9619140625,0.9912109375,1.0,0.9580078125,1.0,0.947265625,1.0,0.8388671875,0.869140625,0.9853515625,0.9287109375,1.0,0.98828125,0.9921875,1.0,0.974609375,0.998046875,1.0,0.99609375,0.9931640625,1.0,0.99609375,1.0,0.9873046875,0.9951171875,0.9423828125,0.994140625,1.0,0.9482421875,1.0,0.9833984375,1.0,0.9580078125,0.9658203125,0.966796875,1.0,1.0,1.0,0.958984375,0.9912109375,1.0,1.0,0.9521484375,1.0,1.0,0.9736328125,0.9599609375,0.947265625,0.9921875,0.9501953125,1.0,1.0,0.9970703125,0.994140625,0.9970703125,0.9638671875,1.0,0.9970703125,0.0,1.0,0.94921875,0.9951171875,0.9951171875,1.0,0.9541015625,0.998046875,1.0,1.0,1.0,1.0
Glucose,0.970703125,1.0,1.0,1.0,0.869140625,0.8984375,0.88671875,1.0,0.900390625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9951171875,1.0,1.0,0.75390625,0.9951171875,0.970703125,1.0,1.0,0.8857421875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88671875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013671875,0.99609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6943359375,0.9384765625,1.0,1.0,1.0,1.0,1.0,0.970703125,1.0,1.0,0.9677734375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.822265625,1.0,1.0,0.9951171875,1.0,1.0,0.802734375
beta-Alanine,1.0,0.916015625,0.9765625,0.958984375,1.0,1.0,1.0,1.0,1.0,0.9072265625,0.9541015625,0.9482421875,0.984375,0.91796875,0.9892578125,0.9765625,0.8828125,0.94921875,0.9658203125,0.9873046875,1.0,0.92578125,1.0,1.0,1.0,1.0,0.9921875,1.0,0.9462890625,0.8251953125,1.0,0.982421875,0.9208984375,0.986328125,0.8056640625,0.986328125,0.9287109375,1.0,0.896484375,0.98046875,1.0,0.8603515625,1.0,0.779296875,1.0,0.9150390625,0.994140625,0.990234375,0.7939453125,1.0,1.0,0.9794921875,1.0,0.96875,0.994140625,1.0,0.9609375,0.98828125,1.0,0.9912109375,1.0,0.96875,0.984375,0.880859375,0.9697265625,1.0,0.921875,1.0,0.9833984375,1.0,0.94921875,0.9169921875,0.9091796875,1.0,1.0,1.0,0.8203125,0.9873046875,0.919921875,1.0,0.9921875,0.9130859375,1.0,0.9677734375,0.8642578125,0.904296875,0.986328125,0.8271484375,1.0,1.0,0.990234375,0.9755859375,0.994140625,0.90625,1.0,0.9921875,0.94921875,1.0,0.0,0.990234375,0.98828125,1.0,0.8310546875,0.953125,1.0,0.9892578125,0.9912109375,1.0
Histidine,1.0,0.994140625,1.0,0.8583984375,1.0,1.0,1.0,1.0,0.998046875,0.9931640625,0.9951171875,0.9931640625,0.8896484375,0.994140625,0.9921875,0.900390625,0.9912109375,0.98046875,0.9951171875,0.892578125,1.0,0.9931640625,1.0,1.0,1.0,1.0,0.8916015625,1.0,0.8974609375,0.990234375,1.0,0.9736328125,0.9912109375,0.9228515625,0.9921875,0.8720703125,0.966796875,1.0,0.990234375,0.8623046875,0.9951171875,0.990234375,1.0,0.9912109375,1.0,0.9931640625,1.0,0.9189453125,0.990234375,1.0,1.0,0.974609375,1.0,0.9873046875,0.900390625,0.986328125,0.919921875,0.8916015625,0.998046875,0.955078125,1.0,0.9892578125,0.9453125,0.990234375,0.943359375,1.0,0.9912109375,1.0,0.998046875,1.0,0.994140625,0.8955078125,0.994140625,1.0,0.994140625,1.0,0.9912109375,1.0,1.0,1.0,1.0,1.0,1.0,0.9853515625,0.9921875,0.9931640625,0.8701171875,0.9912109375,1.0,1.0,0.9609375,1.0,0.873046875,0.990234375,1.0,0.859375,0.9951171875,1.0,0.990234375,0.0,0.9814453125,1.0,0.990234375,0.8955078125,1.0,1.0,1.0,1.0
Nicotinate,0.9990234375,0.978515625,1.0,0.9814453125,1.0,1.0,1.0,1.0,1.0,0.9912109375,0.994140625,0.953125,0.9912109375,0.9892578125,0.791015625,0.994140625,0.9873046875,0.99609375,0.97265625,0.9912109375,1.0,0.994140625,0.9990234375,0.9736328125,1.0,0.9970703125,0.9921875,1.0,0.9970703125,0.990234375,1.0,0.990234375,0.9912109375,0.9970703125,0.9912109375,0.9921875,0.9912109375,0.9970703125,0.9921875,0.990234375,1.0,0.9892578125,1.0,0.9892578125,1.0,0.9873046875,1.0,0.9970703125,0.990234375,1.0,1.0,0.9921875,1.0,0.9892578125,0.984375,0.9833984375,0.9951171875,0.9921875,1.0,0.9951171875,1.0,0.986328125,0.994140625,0.9873046875,0.990234375,1.0,0.9912109375,1.0,0.998046875,1.0,0.9580078125,0.994140625,0.9951171875,0.9873046875,1.0,1.0,0.990234375,1.0,1.0,1.0,1.0,1.0,1.0,0.986328125,0.990234375,0.9892578125,0.9921875,0.990234375,1.0,1.0,0.9931640625,1.0,0.978515625,0.9921875,0.9921875,0.9755859375,0.9951171875,1.0,0.98828125,0.9814453125,0.0,1.0,0.990234375,0.9951171875,1.0,0.978515625,1.0,1.0
N-Acetylglucosamine,0.9755859375,1.0,0.99609375,1.0,0.9296875,0.8564453125,0.9248046875,1.0,0.931640625,0.994140625,0.998046875,1.0,0.998046875,1.0,1.0,0.994140625,1.0,0.9853515625,1.0,0.9873046875,0.7841796875,0.998046875,0.9765625,1.0,1.0,0.927734375,1.0,1.0,0.98828125,1.0,0.99609375,1.0,0.99609375,0.9990234375,1.0,1.0,1.0,0.927734375,0.9912109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.939453125,0.986328125,1.0,1.0,0.9775390625,0.99609375,0.994140625,1.0,0.9873046875,0.9091796875,0.8388671875,1.0,1.0,1.0,0.9892578125,0.9853515625,0.9775390625,1.0,1.0,0.9482421875,1.0,1.0,0.99609375,1.0,1.0,1.0,0.9970703125,1.0,1.0,1.0,0.9990234375,0.822265625,0.9921875,1.0,1.0,0.990234375,1.0,1.0,1.0,0.822265625,1.0,1.0,1.0,0.0,0.98828125,1.0,0.99609375,1.0,1.0,0.9033203125
Succinate,1.0,0.9130859375,0.9921875,0.9619140625,1.0,0.9931640625,1.0,1.0,1.0,0.7734375,0.9560546875,0.9453125,0.986328125,0.931640625,0.98828125,0.9892578125,0.91015625,0.8896484375,0.966796875,0.9638671875,0.994140625,0.923828125,1.0,1.0,1.0,1.0,0.9921875,1.0,0.89453125,0.8369140625,0.9912109375,0.986328125,0.9228515625,0.99609375,0.8974609375,0.9853515625,0.9287109375,1.0,0.7451171875,0.9814453125,1.0,0.712890625,1.0,0.779296875,1.0,0.919921875,1.0,0.99609375,0.7294921875,1.0,1.0,0.9833984375,1.0,0.9697265625,0.994140625,1.0,0.9833984375,0.9873046875,1.0,0.9912109375,1.0,0.9736328125,0.9658203125,0.8955078125,0.9873046875,1.0,0.736328125,1.0,0.982421875,1.0,0.9482421875,0.9228515625,0.7958984375,1.0,1.0,1.0,0.763671875,0.9873046875,0.974609375,1.0,1.0,0.9755859375,1.0,0.966796875,0.71875,0.908203125,0.986328125,0.658203125,1.0,1.0,0.9892578125,1.0,0.9951171875,0.7421875,1.0,0.9931640625,0.9541015625,1.0,0.8310546875,0.990234375,0.990234375,0.98828125,0.0,0.9931640625,1.0,1.0,1.0,1.0
Ornithine,1.0,0.99609375,0.9833984375,0.9951171875,1.0,1.0,1.0,1.0,1.0,0.984375,0.994140625,0.9931640625,0.7646484375,0.994140625,0.9931640625,0.623046875,0.9794921875,0.9599609375,0.99609375,0.783203125,1.0,0.9921875,1.0,1.0,1.0,1.0,0.8037109375,1.0,0.787109375,0.9931640625,0.99609375,0.9462890625,0.9912109375,0.6640625,0.9658203125,0.83984375,0.9619140625,1.0,0.9794921875,0.814453125,1.0,0.9775390625,1.0,0.9921875,1.0,0.9921875,1.0,0.6435546875,0.9638671875,1.0,1.0,0.9677734375,1.0,0.99609375,0.927734375,1.0,0.677734375,0.77734375,1.0,0.947265625,1.0,0.990234375,0.8291015625,0.9921875,0.7548828125,1.0,0.990234375,1.0,0.9951171875,1.0,0.9951171875,0.6962890625,0.9833984375,1.0,1.0,1.0,0.9150390625,1.0,0.955078125,1.0,1.0,0.9521484375,1.0,0.9951171875,0.978515625,0.9921875,0.701171875,0.9931640625,1.0,1.0,0.955078125,0.9873046875,0.9072265625,0.994140625,1.0,0.8916015625,0.998046875,1.0,0.953125,0.8955078125,0.9951171875,1.0,0.9931640625,0.0,1.0,0.9931640625,0.9931640625,1.0
Propylene glycol,0.99609375,1.0,1.0,1.0,0.9765625,0.99609375,0.998046875,1.0,0.9970703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97265625,0.9892578125,1.0,0.9794921875,0.9482421875,0.99609375,1.0,1.0,0.9970703125,1.0,1.0,1.0,1.0,1.0,0.9580078125,1.0,1.0,1.0,1.0,1.0,0.9951171875,1.0,0.986328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8671875,0.994140625,0.9951171875,1.0,1.0,1.0,1.0,0.9970703125,0.9951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998046875,0.990234375,0.96875,1.0,1.0,0.984375,1.0,0.9970703125,1.0,1.0,0.9775390625,1.0,0.9482421875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814453125,0.9951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9951171875,1.0,1.0,1.0,0.99609375,1.0,1.0,0.0,1.0,1.0,0.98828125
Tyramine,1.0,0.7861328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9150390625,1.0,1.0,0.7998046875,1.0,0.986328125,1.0,0.8115234375,1.0,1.0,1.0,1.0,0.736328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921875,1.0,1.0,1.0,1.0,0.9775390625,0.986328125,1.0,0.9970703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7666015625,1.0,1.0,0.912109375,1.0,1.0,0.9912109375,1.0,0.9873046875,1.0,1.0,0.982421875,1.0,0.9658203125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873046875,0.873046875,1.0,0.8427734375,0.9619140625,1.0,1.0,0.9892578125,1.0,0.978515625,1.0,1.0,0.9931640625,1.0,0.0,0.9931640625,1.0
Taurine,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9951171875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9912109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9931640625,1.0,0.9921875,1.0,1.0,0.986328125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,0.9912109375,1.0,1.0,1.0,1.0,0.9931640625,1.0,0.9931640625,0.0,1.0
Arabinose,0.98828125,1.0,1.0,1.0,0.6845703125,0.90625,0.94921875,1.0,0.9599609375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8388671875,1.0,0.9931640625,1.0,1.0,0.9521484375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9609375,0.9931640625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.923828125,0.953125,1.0,1.0,1.0,1.0,1.0,0.990234375,1.0,1.0,0.970703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.802734375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.802734375,1.0,1.0,1.0,0.9033203125,1.0,1.0,0.98828125,1.0,1.0,0.0
