,inchikey,hmdb,kegg,fingerprints
C18-neg_Cluster_1273: cholate,BHQCQFFYRZLCQQ-OELDTZBJSA-N,HMDB0000619,C00695,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001110100011110100100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
HILIC-neg_Cluster_0112: asparagine,DCXYFEDJOCDNAF-REOHCLBHSA-N,HMDB0000168,C00152,11000000011000110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000000010000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000011000000000001100000000000000000000000100000000000000000001000001000000000000000000000000000000000000001001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0486: carnosol,XUSYGBPHQBWGAD-PJSUUKDQSA-N,HMDB0002121,C09069,11100000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000110100011000001000000100000000000000000000000000000000000000000110100010000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001001100000000010001100100000111010000000000000000000011000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000010000000000000000000001000100000000001000001001000100010001000000010010010011000110010100000100011010100011010100000100111000000000001001001001100000000010001000010011011100000000111110010101110110011111100110011111110000000000000000000110000000000000000000110000100000000000000110000000000000000000110000000000000000000110000100000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0122: erythronic acid,JPIJQSOTBSSVTP-PWNYCUMCSA-N,HMDB0000613,,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010100000000000000000000000000000000000100000000000000000001010010000000000000000000010000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0552: pantothete,GHOKWGTUZJEAQD-ZETCQYMHSA-N,HMDB0000210,C00864,11100000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000111000010100111000011000000000000110000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000010000000000000000000000000000000000000000000000000000000000000000010000001010010000000000000000000000000100001000000011000000000001000000000000000000001000100000000000000000001110001011000000000100100000000000000000000001000100000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0192: ribitol,HEBKCHPVOIAQTA-ZXFHETKHSA-N,HMDB0000508,C00474,
HILIC-pos_Cluster_0405: caffeine,RYYVLZVUVIJVGH-UHFFFAOYSA-N,HMDB0001847,C07481,11000000011100111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011000000000000000000000000001111000000000000000000000000000000000000000000000100000001000000000011001011000000100000001111011000000010111000011000001000000000000101010000000000100000111011100010111010000000000100000001000000000101101000101110001000010100000000000010101000000000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010001000000010000000011100100010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0160: glutamate,WHUUTDBJXJRKMK-VKHMYHEASA-N,HMDB0000148,C00025,11000000011000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000000010000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000000000100000000000010010000000001000000000000000000000000100000000000000000001000001000000000000000000000000000000000000101011000010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_1620: arachidonic acid,YZXBAPSDXZZRGB-DOFZRALJSA-N,HMDB0001043,C00219,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0709: arachidonic acid,YZXBAPSDXZZRGB-DOFZRALJSA-N,HMDB0001043,C00219,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0144: 2-hydroxymyristic acid,JYZJYKOZGGEXSX-UHFFFAOYSA-N,HMDB0002261,,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0379: trimethyllysine,MXNRLFUSFKVQSK-QMMMGPOBSA-N,HMDB0001325,C03793,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000100000101000110000011000000000000100000000100000100000000011010000000000000000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000000000000001000000000000000000000001000001000000000000000000000000000000000001100110000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_1002: eicosapentaenoic acid,JAZBEHYOTPTENJ-JLNKQSITSA-N,HMDB0001999,C06428,11100000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000010100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0927: alpha-muricholate,DKPMWHFRUGMUKF-GDYCBZMLSA-N,HMDB0000506,C17647,11110000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000001110010001110100011110100100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000100000000000000100000000000000000000100000000000000000000
C8-pos_Cluster_0339: linoleoyl ethanolamide ,KQXDGUVSAAQARU-HZJYTTRNSA-N,HMDB0012252,,11110000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000000000111000011000000000000110000000100000000000000010110000000000001000000000100010000000000000100001010100100001000000000000000000000000000000000000001000000000000000000000000010000000100010000001000010000000000000001000000000100001000000010010000000001000000100000000000001000000000000000000000000001001011000000000100110000000000000000011000110001000100010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0045: azelate,BDJRBEYXGGNYIS-UHFFFAOYSA-N,HMDB0000784,C08261,11100000011100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000000000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0729: docosapentaenoic acid ,YUFFSWGQGVEMMI-JLNKQSITSA-N,HMDB0006528,C16513,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0361: eicosatrienoic acid,HOBAELRKJCKHQD-QNEBEIHSSA-N,HMDB0002925,C03242,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0219: 2-hydroxyhexadecanoate,JGHSBPIZNUXPLA-OAHLLOKOSA-N,HMDB0031057,,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_0081: pipecolic acid,HXEACLLIILLPRG-YFKPBYRVSA-N,HMDB0000070,C00408,11000000011000100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000101000110000011000000000000100000000000000100000000010110000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100000000000010010000000001000000000100000000001000100000000000000000001000001000000000000100100000000000000000001100110000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_0591: eicosatrienoic acid,HOBAELRKJCKHQD-QNEBEIHSSA-N,HMDB0002925,C03242,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0232: acesulfame,YGCFIWIQZPHFLU-UHFFFAOYSA-N,HMDB0033585,,10000000011000100011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000100000000000000000000000000100000000100100000011000000000000000000000100000000000000000010000000000000000000000100010000000000000100001010100100001000000110000100000000000000000000000000000000010000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0129: salicylate,ONJSZLXSECQROL-UHFFFAOYSA-N,HMDB0000840,C07588,11000000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000000100110000011001100000000100001100000000111010000010110000000000001000000000100010000000001000100001110100100001100000000000100000100000000000000000001001000010000000000000000010001000100010000001100011100000110011001000000010100010011000110110100000101001010100110011100001000111000101001000011001101110011000010001100110001001100110000111100110001100100000100000100011100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000
C8-pos_Cluster_0166: sphingosine,WWUZIQQURGPMPG-KRWOKUGFSA-N,HMDB0000252,C00319,11110000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000111100111000011000000000000110000000100000000000000000010000000000001000000000100000000000000000100000010000100000000000000000000000000000000000000000001000000000000000000000000010000000100010000000000000000000000000001000000000100001010000000010000000000000000100000000000000000101000000000000000001011001000000000000000010000001000000000011000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_1575: taurodeoxycholic acid,AWDRATDZQPNJFN-GHMNEPPTSA-N,HMDB0000896,C05463,11110000011110100011100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001111000000100000100000000100000000000000000000000111100010100111001011100000000000110100000100000000000000010110000000000001010000010000010000000000000000001000100000001000001110000010000000000000000000000000000000000000000000000000000000000000010000001000010000000000000000000000000000001000000010010000000001000000000000000000001000100000000000000000001000001011000000000100000000000000000000001100110001100100011110000100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000
C8-pos_Cluster_0515: beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,HMDB0000852,C01753,11110000011110000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000001100000100000000000000000000000000000000001101000000000000000000000100000000000000000000000111100010100101000001000000000000010000000100000000000000000000000000000001000000000100000000000001000100000010000100000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000001000000000000001000000000010000000000000000100000000000000000100000000000000000001001100000000000000000010000000000000000011100000001100000011110000000011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000100000000000000000000100000000000000000000100000000000000000000100000000000000000000
HILIC-neg_Cluster_0125: phenylacetate,WLJVXDMOQOGPHL-UHFFFAOYSA-N,HMDB0000209,C07086,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000000000100000001001100000000000001100000000100010000000000000000000001000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000000000000000000000010001000100000000001000000000000000010001000000010000010000000110010100000000001010100010000100000000110000000000000001001001100000000000001000010001000100000000111100010001100100010100000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0283: shikimate,JXOHGGNKMLTUBP-HSUXUTPPSA-N,HMDB0003070,C00493,11000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110000010100101000001000000000000010000000000000100000000000000000000000001000000000100010000000001000100000110100100000100000000000000000000000000000000000001000000000000000000000000000000000100000000001000000000000000001001000000000010001010000010010000000000000000100000000000000000101000000000000000001011100000000000000000010010001000110000011110010101110110000100100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0247: L-phenyllactic acid,VOXXWSYKYCBWHO-MRVPVSSYSA-N,HMDB0000748,C05607,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110000010100101000001001100000000010001100000000100010000000000000000000001000000000100010000000001000100000110100100000100000000010000000100000000000000000001000000000000000000000000010001000100000000001010000000000000010001000000010010011000000110010100000000001000100010000100000000110000000000000001001001100000000000001000010011000100000000111100010001100100010100000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_1160: linoleoyl ethanolamide,KQXDGUVSAAQARU-HZJYTTRNSA-N,HMDB0012252,,11110000011110100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000100000000000111000011000000000000110000000100000000000000010110000000000001000000000100010000000000000100001010100100001000000000000000000000000000000000000001000000000000000000000000010000000100010000001000010000000000000001000000000100001000000010010000000001000000100000000000001000000000000000000000000001001011000000000100110000000000000000011000110001000100010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0156: caprylic acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,HMDB0000482,C06423,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0242: phenylalanine,COLNVLDHVKWLRT-QMMMGPOBSA-N,HMDB0000159,C00079,11000000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000101000110000011001100000000100001100000000100010000000010000000000001000000000100010000000001000100000110100100000100000000000000000100000000000000000001000000000000000000000000010001000100010000001100000000000000010001000000010100010000000110010100000001001000100010001100000000110000000000000001001001001000000000000000010001000100000000111100110001100100010100000100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0159: alpha-ketoglutarate,KPGXRSRHYNQIFN-UHFFFAOYSA-N,HMDB0000208,C00026,10000000011000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000100100000001000000000000000000000000000100000000000000000000000001000000000000010000000000010000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000100010110010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0697: pentadecanoate,WQEPLUUGTLDZJY-UHFFFAOYSA-N,HMDB0000826,C16537,11100000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000001100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0034: alpha-hydroxybutyrate,AFENDNXGAFYKQO-VKHMYHEASA-N,HMDB0000008,C05984,11000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000100000000000000000000000001000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010001000000010000000000000000000000000000000000000100000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-pos_Cluster_2052: bilirubin,BPYKTIZUTYGOLE-IFADSCNNSA-N,HMDB0000054,C00486,11110000011111111011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010110001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011110000000000000000000000001111000000000000100000000100000000000000000000000110000001000100000011001111000000000000000101000100010010010110010011001001000000000101010000000001100100101111100100101110000000000100000101000000000100000001000010000001000100000000010001001100100100001001100000100010011011000000010000010000001110010110000001101000010010001100001000110000000001000011001001001010000000000110010001100100100000111100110001101100111110011100111101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
HILIC-neg_Cluster_0335: 4-pyridoxate,HXACOUQIXZGNBF-UHFFFAOYSA-N,HMDB0000017,C00847,11000000011100100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000000000000100000000000000000000000110000001100111000011001111000000110001011101000111010010010000010000001001000000000101010000000001100010100111101110100110000000100100000101000000000100000001101010110000000100000000000001101100000100001001111010100110011011000000010100011011101110110110100101001010110010011100001000111000101001000011001111110000000010001110110001101100100000111111111100101000000000011000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
C18-neg_Cluster_1081: glycolithocholic acid,XBSQTYHEGZTYJE-OETIFKLTSA-N,HMDB0000698,C15557,11110000011110100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000001100000110000000000000000000000000000000001111000000000000100000000100000000000000000000000111100010100111000011000000000000110000000100000100000000010110000000000001000000000000010000000000000000001100100000001100000000000000000000000000000000000000000000000000000000000000000000000000010000001100010000000000000000000000000100001000000010010000000001000000000100000000001000100000000000000000001000001011000000000100100000000000000000001100110001100100011110000100011111000000000000000000000000000000000000000000000000000000000000000110000000000000000000110000000000000000000100000000000000000000100000000000000000000100000000000000000000
C18-neg_Cluster_0672: nervonic acid,GWHCXVQVJPWHRF-KTKRTIGZSA-N,HMDB0002368,C08323,11110000011110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000100000001000000000000000000000100000100000000000000000000000001000000000100010000000000000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100000000001000000000000000000001000000000000000000000010010000000000000000100000000000000000100000000000000000001001000000000000000000010000000000000000011100010001100100010100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
